job_id,created_at,description,role_id
174,2025-09-02 05:40:33.330861+00,"  Payme, a leading company in Uzbekistan&#39;s fintech industry, attracts over 11,6 million users with its convenient and efficient payment solutions. Since its establishment in 2012 and the launch of its main product – a mobile application in 2016, Payme continues to streamline financial transactions for its clients. In April 2019, TBC acquired a 51% stake in Payme for $5.5 million, valuing the company at $10.8 million. In May 2023, TBC Group Uzbekistan purchased the remaining 49% of Payme&#39;s shares, valued at $113.6 million, affirming its leadership in the region&#39;s fintech industry.     We are looking for talented individuals with  Risk Data Analyst  experience to join our team        Primary Focus:      Collect raw data from various internal systems, external sources, and third-party providers.   Maintain a centralized database for all credit risk-related data, ensuring it&#39;s updated regularly.   Implement data validation checks to ensure consistency and accuracy.   Conduct initial analyses of raw data to identify trends, anomalies, or patterns that might indicate potential risks.   Use statistical tools and techniques to analyze data, ensuring that it&#39;s ready for further processing and reporting.   Conducting A/B testing.   Collaborate with the Risk Reporting Specialist to provide data that&#39;s tailored to specific reporting needs.   Implement corrective actions to rectify any data inaccuracies or inconsistencies.   Continuously improve data quality processes to minimize errors in future datasets.   Liaise with other departments, such as IT and operations, to ensure seamless data flow and integration.   Provide insights and preliminary findings to senior management, helping them understand the data landscape.   Work with the Data Engineer to ensure that data storage and retrieval systems are optimized for the team&#39;s needs.   Stay updated with the latest trends in data analysis, credit risk assessment, and relevant regulatory requirements.   Attend workshops, seminars, and training sessions to enhance data analysis skills.   Share knowledge with team members and contribute to the team&#39;s overall growth and development.       Qualifications:      At least 1 years of experience dealing with large volumes of complex data.   Excellent communication skills with ability to present complex findings in English and in Russian.   Excellent SQL skills: joins, sub queries, window functions.   Excel skills: VLOOKUP, pivot tables.   Power BI experience would be an advantage.   Experience working in a retail bank’s credit risk department would be an advantage.          Skills:      Excellent analytical, verbal and written communication, exceptional interpersonal, and relationship building skills with business stakeholders.   A strategic thinker with the ability to review a situation from varied perspectives as well as a willingness to make judgment calls and decisions based on experience and reasonableness tests.   Detail-oriented with a strong focus on accuracy and quality.   Ability to streamline complex processes.   Ability to meet strict deadlines with excellent follow-up skills.   Comfortable with a “hands-on” approach and balancing multiple, competing priorities and changes in scope/direction, all with a high sense of urgency and positive “can-do” attitude.   Ability to work in a fast-paced environment and adapt to change very quickly with minimal supervision.       Languages:      Russian B2   English B2              Working with us means:      An open atmosphere and vibrant team life without unnecessary bureaucracy or dress code;   Medical insurance with extended coverage after the probation period;   Coverage for conference participation, discounts for English language courses, and access to educational platforms (Coursera, Udemy);   Internal meetups: lightning &amp; thunder talks;   High-performance equipment and additional monitors for productive work;   Class “A” office in the city center   A multicultural team (Georgia, Russia, Poland, Kazakhstan, Kyrgyzstan, Ukraine, Tajikistan);   Referral program &quot;Bring a Friend&quot; with bonus opportunities;   Coffee points for snacks at any time;   Team-building and sports events that foster team spirit.   ",156
175,2025-09-02 05:40:33.330861+00,"  Responsibilities:      Providing full scope technical support and actively participating at all stages of the process including:   Data collection on potential parties of the transaction   Preparation of financial models and performing indicative pricing   Structuring and compilation of various process documents, including information memoranda and teasers   Full scope coordination of data room preparation and due diligence process, including regular interaction with the client, investor(s) and due diligence team(s)       Providing support for business development, including:   Market info gathering and analysis (key drivers, players, trends, potential targets etc)   Preparation of various marketing materials (pitches, proposals, company profiles etc.)   Other related activities   Coaching junior team members on specifics of process and monitoring their performance      Requirements:      Strong academic record (at least Bachelor’s Degree), desirably in finance/economics   At least 3 years of experience in corporate finance in advisory in the investment bank, CF practice of a Big 4 firm or large corporation   Knowledge of financial accounting, valuation methodology and techniques   Knowledge of principal information /research sources (Merger Market, Refinitiv, EIU)   ACCA/CFA certificates would be a plus   Experience in the oil and gas, metals and mining, or chemicals industries would be a plus   Excellent command of English, Russian   Ability to quickly adapt to changing environment and various circumstances   An enquiring and creative mind, strong analytical skills as well as excellent interpersonal skills, including both advanced client communication and good team work   Drive and creative problem solving       ",156
177,2025-09-02 05:40:33.330861+00,"  Korzinka  — ведущий ритейлер Узбекистана с сетью из более чем 150 магазинов в 11 регионах. У нас есть всё: супермаркеты Korzinka, уютные Korzinka Mahalla, стильные Smart, бизнес-форматы Korzinka Biznes и удобный онлайн-сервис Korzinka Go. Мы стремимся быть на шаг впереди, внедряя современные технологии для улучшения ритейла. С Korzinka Go вы можете заказывать товары прямо с телефона и получать их с доставкой на дом — быстро и удобно. Также мы заботимся о будущем, запуская экологические инициативы и поддерживая местных производителей. Акцент на высоком качестве обслуживания клиентов обеспечивает стабильный рост уже 25 лет.   Если коротко, мы не просто супермаркеты — мы создаем новый подход к ритейлу в Узбекистане.   Korzinka Tech  — не просто команда, а настоящий центр инноваций, где каждый день мы сталкиваемся с highload вызовами. Мы не ищем готовые решения – мы создаем их сами. Наш подход можно описать как «Everything as Code», где мы автоматизируем всё, что только можно. Наша команда поддерживает более 12 тысяч сотрудников, обеспечивая их cutting-edge технологиями для эффективной работы.   На данный момент мы в поиске  Senior Data Analyst (Commerce) .   Одна из ключевых задач сейчас - создать платформу аналитики данных «с нуля», чтобы поддержать рост бизнеса и принятие решений на основе данных. Важный шаг - построение команды талантливых аналитиков, и сейчас мы в поиске старшего аналитика данных в коммерческое направление.    Кого мы ищем:      Вы разделяете нашу нацеленность на рост бизнеса и гарантию отличного сервиса для клиентов;   У вас сильные коммуникативные навыки и вы хорошо работаете в команде;   Вы сильны в аналитике и ищете возможность реализоваться в рамках собственного направления;   Готовы к быстрому росту вместе с компанией, создавать продукт «на лету».      Что вы будете делать:      Строить команду талантливых аналитиков и продвигать культуру data-driven decision making;   Отвечать за построение &quot;end-to-end&quot; аналитики в домене коммерции - работать с бизнес-командами, создавать систему метрик, создавать BI и ad-hoc аналитику, генерировать идеи и инициативы для улучшения бизнеса;   Проводить продвинутую ad-hoc аналитику – анализировать эффективность ассортимента, эффективность промо-акций, внедрять подходы к ценообразованию и т.д.;   Разрабатывать и проводить тестирование гипотез как на малой, так и на большой базе клиентов;   Развивать команду младших аналитиков, ставить перед ними цели и помогать в достижении.      Что нам важно:      Опыт работы в аналитике данных не менее трёх лет (опыт в ритейле/коммерции будет преимуществом);   Навыки Excel, SQL, Python, BI, умеете работать с большими данными и визуализировать результаты;   Высшее техническое/экономическое образование, отличные знания математики и статистики;   Опыт постановки требований дата-инженерам и контроля выполнения;   Продвинутый уровень русского или английского языка.      У нас вы найдёте:      Динамичный и быстроразвивающийся бизнес с ресурсами для создания лучшего продукта на рынке Retail;   Ежегодные премии по итогам Performance Review;   Свободу от дресс-кода и культуру, способствующую росту и развитию;   Масштабные таунхоллы, яркие корпоративные мероприятия, регулярные митапы, тимбилдинги, корпоративную библиотеку и активные сообщества;   Tech talks и demo-дни для обмена опытом;   Партнёрские программы по обучению иностранным языкам и прокачке скиллов от Skillbox, Geekbrains и SkillFactory;   Карта лояльности с 10% кешбэком на покупки в сети Korzinka;   Performance Review дважды в год для системного развития;   Программу материальной помощи в различных жизненных ситуациях;   Referral бонусы за рекомендации сотрудников;   Поддержку ментора для быстрой адаптации новых сотрудников.   ",156
178,2025-09-02 05:40:33.330861+00," Обязанности:   • Проведение финансового анализа и оценка эффективности бизнес-проектов.   • Подготовка и анализ финансовых отчетов и прогнозов.   • Участие в бюджетировании и финансовом планировании.   • Анализ затрат и выявление возможностей для оптимизации.   • Поддержка принятия стратегических решений на основе финансовых данных.   • Подготовка презентаций для руководства и инвесторов.   • Мониторинг финансовых показателей и ключевых индикаторов эффективности (KPI).   • Исследование финансовых рынков и анализ конкурентной среды в разных странах.   Требования:   • Высшее образование в области финансов, экономики или смежных дисциплин.   • Опыт работы на аналогичной должности от 2 лет, предпочтительно в ИТ-сфере или международной компании.   • Знание принципов финансового анализа, бухгалтерского учета и отчетности.   • Уверенное владение Excel; опыт работы с BI-инструментами будет преимуществом.   • Хорошие аналитические способности и внимание к деталям.   • Способность работать с большими объемами данных и делать обоснованные выводы.   • Знание английского языка на уровне не ниже Upper-Intermediate; знание других языков будет плюсом.   • Опыт работы с международными финансовыми стандартами (IFRS) будет преимуществом.   • Умение работать в команде и эффективно взаимодействовать с разными подразделениями.       Условия:   • Конкурентоспособная заработная плата и бонусы по результатам работы.   • Возможность профессионального роста и развития.   • Работа в международной команде с возможностью участия в интересных проектах.                 ",156
179,2025-09-02 05:40:33.330861+00," We are looking for a  Marketing Specialist  with experience in  Salesforce Financial Services Cloud  to drive our CRM practice and support client acquisition initiatives. The ideal candidate will have deep expertise in Salesforce products and features, combined with strong communication skills and a strategic mindset. You will play a key role in designing tailored Salesforce solutions, collaborating on lead generation strategies, and engaging prospective clients.    Requirements:      Deep knowledge of Salesforce products, features, and best practices   Strong communication skills and the ability to build trusted relationships with clients   Understanding of lead generation strategies, marketing funnels, and outreach best practices   Ability to translate high level business requirements into Salesforce solutions   Good understanding of the Financial Services industry and institutions   Analytical and problem-solving skills      Responsibilities:      Drive a Financial Services CRM practice leveraging the Salesforce platform   Collaborate with the management and marketing team on lead generation campaigns and outreach strategies   Actively search for and engage new clients through multiple channels   Conduct outreach campaigns and follow-ups to nurture and convert leads into opportunities   Take part in Salesforce demos and negotiations with prospective clients   Collaborate closely with the Sales and Pre-Sale teams to support new client acquisition efforts      We can offer:      Projects for such clients as PayPal, Wargaming, Xerox, Philips, adidas and Toyota   Competitive compensation that depends on your qualification and skills   Career development system with clear skill qualifications   Flexible working hours aligned to your schedule   Options to work remotely   Compensation of medical costs   English courses online   Corporate parties and events for employees and their children   Internal conferences, workshops and meetups for learning and experience sharing   Gym membership compensation, corporate sport competitions (cybersport included)   5 days of paid sick leave per year with no obligation to submit a sick-leave certificate   ",156
180,2025-09-02 05:40:33.330861+00,"  Korzinka  — ведущий ритейлер Узбекистана с сетью из более чем 150 магазинов в 11 регионах. У нас есть всё: супермаркеты Korzinka, уютные Korzinka Mahalla, стильные Smart, бизнес-форматы Korzinka Biznes и удобный онлайн-сервис Korzinka Go. Мы стремимся быть на шаг впереди, внедряя современные технологии для улучшения ритейла. С Korzinka Go вы можете заказывать товары прямо с телефона и получать их с доставкой на дом — быстро и удобно. Также мы заботимся о будущем, запуская экологические инициативы и поддерживая местных производителей. Акцент на высоком качестве обслуживания клиентов обеспечивает стабильный рост уже 25 лет. Если коротко, мы не просто супермаркеты — мы создаем новый подход к ритейлу в Узбекистане.   Korzinka Tech  — не просто команда, а настоящий центр инноваций, где каждый день мы сталкиваемся с highload вызовами. Мы не ищем готовые решения – мы создаем их сами. Наш подход можно описать как «Everything as Code», где мы автоматизируем всё, что только можно. Наша команда поддерживает более 12 тысяч сотрудников, обеспечивая их cutting-edge технологиями для эффективной работы.   На данный момент мы в поисках  Senior Data Analyst (Logistics) . Одна из ключевых задач сейчас — создание платформы для аналитики данных «с нуля», чтобы поддержать рост бизнеса и принятие решений на основе данных. Важный шаг — построение команды талантливых аналитиков в домене логистики.    Функциональные задачи:      Строить команду талантливых аналитиков и продвигать культуру принятия решений на основе данных (data-driven decision making);   Отвечать за построение аналитики &quot;end-to-end&quot; в домене логистики: работать с бизнес-командами, создавать систему метрик, разрабатывать BI и ad-hoc аналитику для выявления точек роста бизнеса, совместно с командой дата-инженеров создавать необходимые пайплайны данных;   Проводить продвинутую ad-hoc аналитику: root-cause анализ проблем с out-of-stock, анализ и улучшение алгоритмов прогнозирования, оценка влияния out-of-stock на ключевые метрики, etc.;   Развивать команду младших аналитиков, ставить цели и помогать им в их достижении.      Что нам важно:      От 3-х лет опыта работы в разработке решений в области обработки и анализа данных;   Высшее техническое или экономическое образование, отличные знания математики и статистики;   Отличные навыки работы с Excel, умение обрабатывать большие данные и визуализировать результаты (SQL, Excel, Python, Power BI, Tableau);   Опыт постановки требований для дата-инженеров и контроля за их выполнением;   Умение строить оптимизированные real-time мониторинги и информативные бизнес-отчеты о метриках и трендах в Tableau, Power BI и схожих средствах визуализации.      У нас вы найдёте:      Динамичный и быстроразвивающийся бизнес с ресурсами для создания лучшего продукта на рынке Retail;   Релокационный пакет: компенсация перелета, оформление документов и получение лицензии, трансфер, гостиница сроком на 30 дней и помощь в поиске жилья;   Ежегодные премии по итогам Performance Review;   Свободу от дресс-кода и культуру, способствующую росту и развитию;   Масштабные таунхоллы, яркие корпоративные мероприятия, регулярные митапы, тимбилдинги, корпоративную библиотеку и активные сообщества;   Tech talks и demo-дни для обмена опытом;   Партнёрские программы по обучению иностранным языкам и прокачке скиллов от Skillbox, Geekbrains и SkillFactory;   Карта лояльности с 10% кешбэком на покупки в сети Korzinka;   Performance Review дважды в год для системного развития;   Программу материальной помощи в различных жизненных ситуациях;   Referral бонусы за рекомендации сотрудников;   Поддержку бадди для быстрой адаптации новых сотрудников.   ",156
181,2025-09-02 05:40:33.330861+00," We are looking for a talented functional consultant to drive successful implementation of Microsoft Dynamics 365 field service, customer service, sales and marketing solutions evaluating business requirements of the customers and converting them into technical specifications. Working closely with different stakeholders, pre-sales, end users and technical team you will oversee the efficient configuration, customization, and roll out of Microsoft Dynamics 365 CRM modules ensuring they align with the organization’s objectives.    Requirements:        Bachelor&#39;s degree in business administration, computer science, or equivalent       Min 3-5 years of experience as a business analyst/functional consultant       Proven track record of successful Microsoft Dynamics 365 Field Service, Customer Service, Sales implementation       Certification for a Functional Consultant role in Dynamics 365 Customer Insights, Dynamics 365 Sales, or Dynamics 365 Customer Service and Field Service       Experience in user training activities       Skilled in system configuration, customization, and data management within Microsoft Dynamics 365       Gap analysis between customer needs and Dynamics 365 capabilities       Pre-sales and demo experience       Strong analytical and problem-solving abilities, with a talent for converting business requirements into practical solutions       Highly organized and able to work independently without guidance       Excellent communication and interpersonal skills to work with different stakeholders       Excellent command of spoken and written English        Nice to have:      Understanding of industries like manufacturing, healthcare, automotive, financial services, retail, or others   Familiarity with Agile or iterative project management methodologies      Responsibilities:      Interact with potential customers to gain a clear understanding of their needs and goals   Participate in pre-sale activities and Dynamics 365 CRM modules to potential customers   Collaborate with different stakeholders to gather, analyze and document requirements   Convert business needs into functional specifications   Configure and customize Dynamics 365 Field service, customer service, sales and marketing based on customer requirements   Work closely with developers to execute requirements and resolve issues      We can offer:      Projects for such clients as PayPal, Wargaming, Xerox, Philips, adidas and Toyota   Competitive compensation that depends on your qualification and skills   Career development system with clear skill qualifications   Options to work remotely   Compensation for medical expenses   English courses online   Corporate parties and events for employees and their children   Internal conferences, workshops and meetups for learning and experience sharing   Gym membership compensation, corporate sport competitions (cybersport included)   5 days of paid sick leave per year with no obligation to submit a sick-leave certificate   ",156
182,2025-09-02 05:40:33.330861+00," Key Responsibilities     Gain foundational knowledge of DevOps practices and application architecture   Set up and configure AWS environments   Containerize applications for scalable deployment   Deploy containerized applications using Amazon ECS and Amazon EKS   Build and maintain CI/CD pipelines to streamline development workflows   Implement Infrastructure as Code (IaC) using industry-standard tools   Set up monitoring, logging, and alerting systems to ensure application reliability   Apply best practices in cloud and application security   Complete a hands-on final project to demonstrate acquired skills     Qualifications     Experience with multiple operating systems, including 1–2 years working with Linux   Basic understanding of networking concepts such as TCP/IP, DNS, DHCP, and VPNs   Familiarity with installing, configuring, and maintaining Linux or Unix servers   Knowledge of virtualization platforms and container technologies   Exposure to cloud platforms like AWS or Azure and understanding of cloud service models including IaaS, PaaS, and SaaS   Basic scripting skills in languages like Bash or Python for automation and troubleshooting   Experience using monitoring, logging, and alerting tools such as Zabbix, Nagios, Prometheus, or Grafana   Familiarity with Infrastructure as Code and configuration management tools such as Terraform, Pulumi, and Ansible   English proficiency at a B1 level or higher   Strong motivation to learn and grow in the field   Ability to dedicate six hours per day to study and skill development         About us   At Vention, we assemble senior-level, dedicated teams of developers to help fast-growing startups and innovative enterprises drive impact and achieve their goals. We’ve delivered solutions across multiple domains, including FinTech, PropTech, AdTech, HealthTech, e-commerce, and more.   Our tech stack includes GitLab CI, Terraform, Ansible, Azure, AWS/GCP, Kubernetes, and PowerShell. We&#39;re also focused on supporting DevOps education opportunities, with meetups, mentoring, internal projects, and a budget allocated for certifications and conferences. ",160
183,2025-09-02 05:40:33.330861+00,"  Обязанности:      Развертывание, настройка и поддержка CI/CD-процессов.   Автоматизация развертывания и управления инфраструктурой.   Мониторинг и обеспечение отказоустойчивости сервисов.   Работа с контейнеризацией (Docker, Kubernetes).   Оптимизация производительности и безопасности инфраструктуры.   Управление конфигурациями с использованием Ansible, Terraform или аналогичных инструментов.   Взаимодействие с командами разработчиков для улучшения процессов доставки ПО.   Настройка и поддержка облачных сервисов (AWS, GCP, Azure) или on-premise решений.   Обеспечение резервного копирования и восстановления данных.   Разработка и поддержка логирования и мониторинга (ELK, Prometheus, Grafana и т. д.).      Требования:      Опыт работы в DevOps от 3  лет .   Глубокое понимание принципов CI/CD.   Знание и опыт работы с контейнерными технологиями ( Docker, Kubernetes ).   Опыт работы с инструментами управления конфигурацией ( Ansible, Terraform, Chef, Puppet ).   Опыт администрирования Linux-систем (Ubuntu, CentOS, Debian и др.).   Понимание работы облачных платформ ( AWS, GCP, Azure ).   Опыт работы с системами мониторинга и логирования ( Prometheus, Grafana, ELK ).   Навыки работы с системами контроля версий ( Git ).   Базовые знания сетевых технологий и безопасности.   Опыт работы с базами данных ( PostgreSQL, MySQL, MongoDB  — приветствуется).   Будет плюсом опыт работы с языками программирования ( Python, Bash, Go ).      Условия:       Официальное трудоустройство  согласно ТК РУз.   Конкурентная заработная плата.   Возможности для  профессионального роста  и обучения.   Работа над  интересными и масштабными проектами .   Дружный коллектив и комфортные условия работы.     Если вас заинтересовала вакансия, будем рады вашему отклику!  ",160
184,2025-09-02 05:40:33.330861+00," Обязанности:       Разработка и внедрение CI/CD процессов для автоматизации развертывания.       Мониторинг, поддержка и оптимизация серверной инфраструктуры (облачной или локальной).       Настройка, поддержка и администрирование контейнерных решений (Docker, Kubernetes).       Управление инфраструктурой как кодом (Terraform, Ansible, или другие инструменты).       Оптимизация производительности приложений и устранение узких мест в системах.       Обеспечение безопасности инфраструктуры, мониторинг уязвимостей и их устранение.       Настройка и управление системами мониторинга и логирования (Prometheus, Grafana, ELK, или аналоги).       Взаимодействие с командами разработки для обеспечения надежного и быстрого развертывания приложений.       Требования: ​​​​​​​      Опыт работы на позиции DevOps Engineer от 3 лет.       Отличное знание Linux/Unix систем.       Опыт работы с системами CI/CD (Jenkins, Bitbucket CI/CD, CircleCI или аналоги).       Практический опыт работы с облачными платформами (AWS, Google Cloud, Azure).       Глубокое понимание принципов контейнеризации и оркестрации (Docker, Kubernetes).       Опыт работы с системами управления конфигурацией (Ansible, Chef, Puppet).       Знание языков программирования/скриптов (Python, Bash, или аналогичные).       Навыки работы с системами мониторинга и логирования.       Понимание принципов сетевой безопасности и умение устранять уязвимости.       ​​​​​​​Будет плюсом:       Опыт работы в e-commerce или маркетплейсах.       Знание методологий Agile и DevSecOps.       Опыт работы с Big   Data и высоконагруженными системами.       Сертификации в области облачных технологий (AWS Certified, Google Cloud Professional, Azure Certified).     ",160
185,2025-09-02 05:40:33.330861+00," Обязанности:     Поддержка и улучшение CI/CD пайплайнов;   Настройка окружений и поддержка их для разработки, тестирования и продакшена;   Работа с логами, мониторингом и алертами;   Взаимодействие с разработчиками для автоматизации и оптимизации процессов.     Требования:     Базовые знания Linux и командной строки;   Понимание принципов CI/CD и автоматизации процессов;   Опыт работы с системами контроля версий (например, Git);   Знакомство с одним из облачных провайдеров (DigitalOcean, AWS, Azure и т.д.);   Базовое понимание Docker.      Желательно:      Опыт работы с Azure DevOps;   Знания по Grafana, Sentry или других системах мониторинга;   Опыт написания скриптов на Bash, Python или других языках;   Понимание основ сетей и безопасности.     Условия:     Работа в инновационном IT-департаменте успешной и быстрорастущей компании;   Интересные задачи и проекты с современными технологиями;   Возможность профессионального роста и обучения;   Конкурентная заработная плата, обсуждаемая на собеседовании;   Вкусные обеды за счет компании.   ",160
186,2025-09-02 05:40:33.330861+00," Обязанности:     Координация задач с техническим лидером команды, приоритизация технических   Решение вопросов с смежными отделами, контроль сроков и задач на исполнение;   Работа с инструментами управления конфигурацией (например, Ansible, Terraform) и оркестрации для автоматизации настройки и масштабирования инфраструктуры;   Разработка и поддержка инфраструктуры, включая облачные платформы (например, AWS, Azure, GCP), физические серверы и контейнерные окружения (например, Kubernetes);   Планирование и управление проектами, связанными с разработкой, развертыванием и поддержкой инфраструктуры и приложений.     Требования:     Опыт работы в команде инфраструктуры (DevOps/SRE/SysOps/NetOps);   Опыт в построении отказоустойчивых систем;   Опыт работы с контейниризацией, оркестрацией Kubernetes, Docker; Опыт работы с системами управления конфигурациями (Ansible, Terraform);   Понимание работы сетевых протоколов.     Условия:     Профессиональная команда, где каждый сотрудник - неотъемлемая часть успеха;   Работа с перспективными продуктами для миллионов пользователей;   Использование современных технологий и подходов к процессу разработки;   Индивидуальный подход к формату работы.   ",160
187,2025-09-02 05:40:33.330861+00," Мажбуриятлар:     Ilovalar va infratuzilmani joylashtirishni avtomatlashtirish;   Kubernetes klasterini dev/stage/prod segmentida monitoring qilish va boshqarish;   Ishlab chiqish va joylashtirishning barcha bosqichlarida xavfsizlik amaliyotlarini amalga oshirish;   Loglarni tahlil qilish va muammolarni bartaraf etish; Ishlab chiqish jarayonlarini yaxshilash uchun dasturchilar, sinovchilar va boshqa jamoalar bilan hamkorlik qilish;   Loyihalarni rejalashtirish va arxitekturada ishtirok etish;   Jarayonlar va vositalar bo‘yicha hujjatlarni yaratish va qo‘llab-quvvatlash;      Талаблар:      Linuxni ishonchli bilish.   Banklarda/fintex kompaniyalarida ish tajribasi   Bash, Python yoki boshqa tillarda skriptlash.   Docker va Kubernetes bilan ishlash tajribasi Uzluksiz integratsiya va kengaytirish tizimlarini sozlash va ular bilan ishlash tajribasi (Jenkins, GitLab CI/CD).   Nexus yoki Docker registry omborlarini boshqarish vositalarini ochish tajribasi.   Avtomatlashtirish vositalari (Ansible, Terraform) bilan ishlash tajribasi.   Monitoring vositalarini bilish (Prometheus/Grafana, ELK).   Versiyalarni nazorat qilish tizimlari (masalan, Git) bilan ishlash bo‘yicha bilim va tajriba Muammolarni tezda tahlil qilish va bartaraf etish qobiliyati.   Axborot texnologiyalari yoki turdosh sohalar bo‘yicha oliy ta’lim.   O‘xshash lavozimda 2 yildan 5 yilgacha ish tajribasi.   Java ilovalarini dasturlash tajribasi;   OSI modelini bilish.   DevOps (AWS, Azure, Docker, Kubernetes, Linux) сертификатлари     Шароитлар:     Қулай иш жойи;   Корпаратив тренинг;   Бебаҳо трансформация тажрибаси;   24 кунлик пуллик таътил.   ",160
188,2025-09-02 05:40:33.330861+00," Мы ищем  Middle DevOps инженера , который поможет поддерживать и развивать инфраструктуру, автоматизировать процессы и внедрять лучшие DevOps-практики​​​​​​​   Обязанности:    • Поддержка и оптимизация инфраструктуры на базе облачных решений (AWS, GCP, Azure)   • Разработка и улучшение CI/CD пайплайнов (GitLab CI, GitHub Actions, ArgoCD и др.)   • Автоматизация развертывания и управления сервисами с использованием Docker и Kubernetes   • Настройка мониторинга, логирования и алертинга (Prometheus, Grafana, ELK, Loki и др.)   • Работа с IaC инструментами (Terraform, Ansible, Pulumi)   • Взаимодействие с разработчиками для обеспечения стабильных релизов   • Участие в решении инцидентов и оптимизации производительности        Требования:    • Опыт работы в DevOps от  1–3 лет    • Уверенные знания  Linux, сетевых технологий и контейнеризации    • Опыт работы с  Kubernetes и Docker    • Знание инструментов CI/CD и автоматизации   • Опыт работы с облачными платформами (AWS, GCP или Azure)   • Навыки работы с инфраструктурой как кодом (Terraform, Ansible)   • Базовые знания скриптовых языков (Bash, Python, Go будет плюсом)        Будет плюсом:    • Опыт настройки отказоустойчивых систем   • Знание DevSecOps принципов   • Сертификаты (CKA, AWS DevOps Engineer и др.)   • Опыт работы в HighLoad или FinTech проектах        Мы предлагаем:    • Возможность развиваться в DevOps-направлении с опытными коллегами   • Работу над технологически сложными и интересными проектами   • Гибкий график и возможность удалённой работы   • Конкурентную заработную плату, зависящую от опыта   • Доступ к обучающим материалам и участие в конференциях         ",160
189,2025-09-02 05:40:33.330861+00," Обязанности     Отвечать за обслуживание и доступность систем в производстве в соответствии с высокой доступностью (99,9%).   Поддерживать клиентов и реагировать на исправления, когда возникают предупреждения об ошибках приложений.     Минимальная квалификация:     Более 3 лет опыта работы инженером DevOps.   Умение свободно говорить и писать на английском языке     Предпочтительная квалификация:     Linux Administration   Docker/Docker-Compose   Kubernetes/K3s/Rancher   Terraform   Pulumi   AWS/Azure/GCP   Gitlab/Github CI/CD   PostgreSQL   Умение свободно говорить и писать на английском и русском языках     Условия: Расположение: удаленно или в ташкентском офисе   Технический стек:     Typescript/Node.js   Postgres/Redis   Prisma ORM   Docker/Kubernetes/Racher   AWS/Azure/GCP   Terraform/Pulumi   Vue.js   ",160
190,2025-09-02 05:40:33.330861+00," Обязанности:     Развертывание и поддержка CI/CD пайплайнов (Jenkins, Git)   Контейнеризация и оркестрация приложений (Docker, Kubernetes)   Внедрение и настройка ArgoCD, ArgoRollouts   Мониторинг и логирование с помощью Grafana, Prometheus, Loki   Управление секретами и безопасностью с использованием HashiCorp Vault   Настройка и оптимизация Linux-серверов (Ubuntu)   Поддержка отказоустойчивой и масштабируемой инфраструктуры   Автоматизация процессов с использованием скриптов (bash и др.)      Требования:      Уверенные знания Linux (Ubuntu) и командной строки   Опыт с Docker и Kubernetes   Практические навыки настройки ArgoCD, ArgoRollouts   Опыт с инструментами мониторинга: Grafana, Prometheus, Loki   Навыки работы с Vault для безопасного хранения данных   Понимание принципов CI/CD и работы с Jenkins, Git   Знание английского или русского языка на уровне (B2-C1)    Опыт с облачными платформами (AWS, GCP, Azure)   Знание Helm, Ansible, Terraform   Участие в DevOps-проектах как highload      Мы предлагаем:      Интересные проекты и современные технологии   Конкурентную заработную плату и стабильную занятость   Профессиональную команду и дружелюбную атмосферу   Перспективы роста внутри компании   Комфортный офис в центре Навои, чай/кофе, бонусы :)   Если вы хотите реализовать себя в сфере DevOps — присылайте свое резюме!       ",160
